minute_index,resp_mean,resp_std,resp_min,resp_max,emg_mean,emg_std,emg_min,emg_max,temp_mean,temp_std,temp_min,temp_max,stage,is_light_stage,is_deep_stage,is_sleep_stage,minutes_since_start,clock_minutes,proxy_stress,proxy_body_battery,proxy_motion,proxy_light_sleep_score
21,139.21666666666667,15.559661164548395,104.0,173.0,3.4672,0.06476645222129548,3.302,3.62,37.20928315412186,0.011860441976965742,37.189247311827955,37.23548387096774,Sleep stage W,False,False,False,21,21,0.0,99.44486404833837,7.844597034495493,0.3396442647471836
22,139.2,16.704091315203794,104.0,172.0,3.4157,0.060962092046341954,3.24,3.5660000000000003,37.201415770609316,0.0171408908349565,37.16774193548387,37.23548387096774,Sleep stage W,False,False,False,22,22,0.0,99.41842900302115,8.413007749648239,0.3388938997692119
23,132.91666666666666,20.64726912262787,100.0,180.0,3.404166666666667,0.06923899832384131,3.2800000000000002,3.594,37.196433691756276,0.0158001007243162,37.152688172043014,37.233333333333334,Sleep stage W,False,False,False,23,23,0.0,99.39199395770393,10.392873559637776,0.3362802580392167
24,143.31666666666666,18.794051955043887,103.0,184.0,3.4498,0.058808956234006934,3.302,3.5540000000000003,37.196326164874556,0.016080322705236502,37.160215053763444,37.23870967741936,Sleep stage W,False,False,False,24,24,0.0,99.3655589123867,9.45583493375595,0.3375172526086795
25,133.88333333333333,16.2727703712538,98.0,174.0,3.5138666666666665,0.058360793536604935,3.388,3.652,37.18926523297491,0.013689445563052195,37.15698924731183,37.21935483870968,Sleep stage W,False,False,False,25,25,0.0,99.33912386706949,8.194745979163505,0.3391820294336181
26,133.8,19.613600723307616,85.0,187.0,3.4974,0.061283276674799436,3.344,3.652,37.17578853046595,0.014766187730720713,37.14731182795699,37.21290322580645,Sleep stage W,False,False,False,26,26,0.0,99.31268882175226,9.868083638328608,0.3369730387473303
27,135.28333333333333,19.526129217595134,83.0,172.0,3.4426,0.052519583649022344,3.326,3.568,37.179318996415766,0.016491000086425664,37.14731182795699,37.229032258064514,Sleep stage W,False,False,False,27,27,0.0,99.28625377643505,9.81558419244659,0.33704234381935416
28,136.88333333333333,20.461420337362267,84.0,179.0,3.4768666666666665,0.059004368953116976,3.344,3.594,37.17700716845878,0.014371497276482697,37.13870967741936,37.21397849462365,Sleep stage W,False,False,False,28,28,0.0,99.25981873111782,10.28971453763425,0.3364164393517953
29,127.85,17.10538414262207,79.0,160.0,3.4634666666666667,0.0451838712620138,3.36,3.5580000000000003,37.17482078853047,0.01219263754581553,37.151612903225804,37.20752688172043,Sleep stage W,False,False,False,29,29,0.0,99.2333836858006,8.597875942573049,0.33864985331861963
30,131.38333333333333,20.213107683437062,88.0,184.0,3.470766666666667,0.06954335977567447,3.3000000000000003,3.656,37.167974910394264,0.011328815873229741,37.14408602150537,37.19569892473118,Sleep stage W,False,False,False,30,30,0.0,99.20694864048339,10.176097201494205,0.3365664267951302
31,134.68333333333334,21.149067486666066,90.0,186.0,3.5408,0.055424663583402436,3.38,3.632,37.16292114695341,0.011888881324942476,37.145161290322584,37.20967741935484,Sleep stage W,False,False,False,31,31,0.0,99.18051359516616,10.629958406916435,0.3359672798326784
32,133.01666666666668,15.11124489319865,99.0,179.0,3.4550666666666667,0.06606004003093625,3.3160000000000003,3.6,37.16702508960574,0.013995945361278723,37.12903225806452,37.196774193548386,Sleep stage W,False,False,False,32,32,0.0,99.15407854984895,7.621682486630261,0.3399385365920652
33,141.9,15.406383958173539,104.0,192.0,3.4741333333333335,0.0628255432836745,3.3080000000000003,3.602,37.1536917562724,0.017960387147306776,37.096774193548384,37.17956989247312,Sleep stage W,False,False,False,33,33,0.0,99.12764350453172,7.7660175223704435,0.33974799838962366
34,141.55,19.903454474035392,95.0,183.0,3.4358999999999997,0.06596607714070417,3.23,3.602,37.07349462365592,0.0196344056578216,37.012903225806454,37.10967741935484,Sleep stage W,False,False,False,34,34,0.0,99.1012084592145,10.0176933141584,0.3367755374368946
35,145.7,21.212653456526056,105.0,190.0,3.4375333333333336,0.06268053038136244,3.2640000000000002,3.564,37.10322580645161,0.016757182809299737,37.07634408602151,37.145161290322584,Sleep stage W,False,False,False,35,35,0.0,99.07477341389728,10.66900725864439,0.3359157310318103
36,145.33333333333334,19.91370270832513,98.0,188.0,3.4651666666666667,0.07438215885247984,3.29,3.626,37.124695340501795,0.014490175480034772,37.089247311827954,37.15483870967742,Sleep stage W,False,False,False,36,36,0.0,99.04833836858006,10.031233513015044,0.3367576628776262
37,131.35,16.205786003770378,90.0,172.0,3.4762666666666666,0.07050434186787558,3.3080000000000003,3.662,37.1296953405018,0.012518289955389797,37.104301075268815,37.16451612903226,Sleep stage W,False,False,False,37,37,0.0,99.02190332326283,8.173397343753065,0.3392102119923075
38,136.18333333333334,19.141135168938014,105.0,177.0,3.4769,0.061618638955000395,3.3160000000000003,3.5740000000000003,37.12379928315412,0.011508334906960264,37.09462365591398,37.1505376344086,Sleep stage W,False,False,False,38,38,0.0,98.99546827794562,9.632186223424007,0.3372844494118723
39,132.28333333333333,18.356735064335982,99.0,176.0,3.4469,0.05946699364633571,3.3040000000000003,3.5820000000000003,37.12012544802867,0.012382086032709275,37.08494623655914,37.14623655913979,Sleep stage W,False,False,False,39,39,0.0,98.9690332326284,9.237834525814327,0.33780503724563693
40,124.41666666666667,17.778537310163877,85.0,173.0,3.4474666666666667,0.06293898279727382,3.31,3.568,37.09736559139785,0.013671039798461732,37.064516129032256,37.12795698924731,Sleep stage W,False,False,False,40,40,0.0,98.94259818731118,8.952207637879212,0.3381820963118369
41,121.63333333333334,17.75478026398024,84.0,166.0,3.4594,0.06542099561048172,3.3120000000000003,3.602,37.090663082437274,0.01667012528187105,37.06236559139785,37.13225806451613,Sleep stage W,False,False,False,41,41,0.0,98.91616314199396,8.942811127600603,0.3381945007441255
42,132.45,19.2175484041713,88.0,179.0,3.497966666666667,0.050674769088987666,3.386,3.64,37.07544802867383,0.01676427271492433,37.03333333333333,37.11505376344086,Sleep stage W,False,False,False,42,42,0.0,98.88972809667673,9.659448971174637,0.3372484595711286
43,143.13333333333333,21.985955112803765,94.0,188.0,3.4683333333333333,0.05345423795692501,3.362,3.5780000000000003,37.087921146953406,0.01675875434439095,37.049462365591395,37.12043010752688,Sleep stage W,False,False,False,43,43,0.0,98.86329305135952,11.046431794358808,0.335417488922931
44,145.85,17.079056375182642,103.0,177.0,3.489833333333334,0.06566104036810738,3.344,3.614,37.111666666666665,0.01823505543438824,37.056989247311826,37.15483870967742,Sleep stage W,False,False,False,44,44,0.0,98.83685800604229,8.605189227959428,0.3386401989734752
45,181.25,29.95253189075452,114.0,250.0,3.454266666666667,0.06868426958837721,3.244,3.654,37.1444982078853,0.029849180678600915,37.075268817204304,37.20752688172043,Sleep stage W,False,False,False,45,45,0.0,98.81042296072508,15.044950214965638,0.33013900259849266
46,248.2,21.668564019488382,190.0,299.0,3.479,0.06117461347105792,3.3040000000000003,3.59,37.1616129032258,0.028178950697632286,37.089247311827954,37.21827956989247,Sleep stage W,False,False,False,46,46,0.0,98.78398791540785,10.89545662321525,0.3356167928381272
47,280.8,20.15093049960719,238.0,325.0,3.4950666666666668,0.0569039736944812,3.382,3.616,37.19080645161291,0.039709521161008246,37.053763440860216,37.2494623655914,Sleep stage W,False,False,False,47,47,0.0,98.75755287009063,10.132369223498076,0.33662415255991807
48,225.55,28.58579192536043,171.0,296.0,3.4860333333333333,0.057236924756275655,3.356,3.626,37.22344086021506,0.014123592129014798,37.17311827956989,37.25483870967742,Sleep stage W,False,False,False,48,48,0.0,98.73111782477342,14.35013288743649,0.3310562382781994
49,181.48333333333332,20.56736222486708,131.0,229.0,3.493866666666667,0.055848445715963355,3.388,3.618,37.22224014336918,0.01636210531245067,37.186021505376345,37.26451612903226,Sleep stage W,False,False,False,49,49,0.0,98.70468277945619,10.339529558149502,0.33635067801800067
50,148.8,23.217665688005763,87.0,207.0,3.4797000000000002,0.04393453463203329,3.394,3.596,37.23374551971326,0.014178458996962878,37.20322580645161,37.266666666666666,Sleep stage W,False,False,False,50,50,0.0,98.67824773413898,11.652767378634914,0.3346170589253781
51,131.88333333333333,22.281600530981212,80.0,166.0,3.467433333333333,0.06429628466888454,3.29,3.636,37.22489247311828,0.02254035063251407,37.131182795698926,37.263440860215056,Sleep stage W,False,False,False,51,51,0.0,98.65181268882175,11.20509655015949,0.33520803390595566
52,113.81666666666666,23.987143547232872,54.0,169.0,3.4264,0.06076051349355112,3.278,3.564,37.21621863799283,0.018194289437557215,37.17204301075269,37.259139784946235,Sleep stage W,False,False,False,52,52,0.0,98.62537764350454,12.054332287109988,0.3340869488558993
53,106.03333333333333,20.71228835471564,51.0,153.0,3.461266666666667,0.15444263947786213,2.544,3.634,37.210967741935484,0.014159021761834919,37.18064516129032,37.244086021505375,Sleep stage W,False,False,False,53,53,0.0,98.5989425981873,10.510586816835682,0.33612486352730897
54,104.2,17.563029351453014,55.0,136.0,3.473266666666667,0.05257244736762995,3.372,3.588,37.201362007168456,0.01314567130625339,37.1752688172043,37.22688172043011,Sleep stage W,False,False,False,54,54,0.0,98.57250755287009,8.834087123094138,0.33833802844877925
55,104.55,22.78919700208851,60.0,155.0,3.4579333333333335,0.09932503321027494,2.826,3.612,37.205179211469535,0.01479747486979906,37.17741935483871,37.24623655913979,Sleep stage W,False,False,False,55,55,0.0,98.54607250755286,11.493923534254531,0.3348267503590756
56,105.28333333333333,31.443118837389875,-12.0,175.0,3.4468,0.0670205938499504,3.294,3.598,37.19231182795699,0.02214533902179292,37.148387096774194,37.251612903225805,Sleep stage W,False,False,False,56,56,0.0,98.51963746223565,15.788580012544887,0.32915732906243045
57,103.48333333333333,20.62643261017819,36.0,148.0,3.4505,0.07320621558310454,3.31,3.618,37.17955197132617,0.017784235082913852,37.14193548387097,37.22258064516129,Sleep stage W,False,False,False,57,57,0.0,98.49320241691842,10.386422520672198,0.3362887741237701
58,99.51666666666667,18.931007779713035,58.0,158.0,3.5029333333333335,0.058872140175883665,3.31,3.6,37.18034050179212,0.014197473752120023,37.14408602150537,37.20967741935484,Sleep stage W,False,False,False,58,58,0.0,98.46676737160121,9.524376030032402,0.33742677078483874
59,98.86666666666666,20.172974220200867,62.0,143.0,3.476,0.05509022901870466,3.346,3.572,37.177473118279565,0.012963457092696072,37.14193548387097,37.20645161290322,Sleep stage W,False,False,False,59,59,0.0,98.440332326284,10.141577339119138,0.33661199682940324
60,97.13333333333334,20.300629437422764,41.0,129.0,3.4246333333333334,0.05949172678243207,3.2840000000000003,3.5260000000000002,37.16985663082437,0.013110589829552415,37.13978494623656,37.2,Sleep stage W,False,False,False,60,60,0.0,98.41389728096676,10.209806445493815,0.3365219268667212
61,101.48333333333333,18.000455241156786,62.0,145.0,3.4266333333333336,0.05670683870183173,3.262,3.5820000000000003,37.170035842293906,0.016510969674039026,37.14086021505376,37.20860215053764,Sleep stage W,False,False,False,61,61,0.0,98.38746223564955,9.056934459280225,0.33804384533074394
62,101.03333333333333,13.075379748043861,72.0,128.0,3.4522333333333335,0.07487419819641178,3.258,3.604,37.170376344086016,0.01716216277729521,37.13978494623656,37.21612903225807,Sleep stage W,False,False,False,62,62,0.0,98.36102719033232,6.612564072218342,0.34127068445032216
63,104.58333333333333,17.625068951795782,70.0,145.0,3.482466666666667,0.08421588659840627,3.3080000000000003,3.628,37.16439068100359,0.014126718504008652,37.1258064516129,37.19569892473118,Sleep stage W,False,False,False,63,63,0.0,98.33459214501511,8.896750362496297,0.33825530604577003
64,109.38333333333334,23.20566860824215,38.0,166.0,3.4649,0.06258053477986057,3.342,3.5780000000000003,37.15777777777778,0.017584143181935363,37.10322580645161,37.2,Sleep stage W,False,False,False,64,64,0.0,98.30815709969788,11.665414838900935,0.3346003628797355
65,110.41666666666667,20.593115084631776,63.0,153.0,3.4455,0.06538565082136401,3.294,3.5820000000000003,37.1584229390681,0.016308046790728007,37.1247311827957,37.18817204301075,Sleep stage W,False,False,False,65,65,0.0,98.28172205438067,10.361943193137252,0.33632108954214074
66,103.65,16.9251538643917,54.0,144.0,3.4298333333333333,0.05129300363813971,3.286,3.5460000000000003,37.15790322580645,0.015035607330667793,37.11505376344086,37.193548387096776,Sleep stage W,False,False,False,66,66,0.0,98.25528700906344,8.51386993583399,0.3387607505338125
67,110.26666666666667,17.748114140819453,62.0,147.0,3.430133333333333,0.08424556697865809,2.942,3.5620000000000003,37.163924731182796,0.012759693023798669,37.14193548387097,37.19139784946236,Sleep stage W,False,False,False,67,67,0.0,98.22885196374622,8.958302637388385,0.3381740502387237
68,109.43333333333334,21.058147011443232,51.0,142.0,3.3727666666666667,0.06267491966931868,3.22,3.504,37.1510394265233,0.014958050392368454,37.12043010752688,37.18817204301075,Sleep stage W,False,False,False,68,68,0.0,98.20241691842901,10.591748425390934,0.3360177212321477
69,112.6,20.04262125238779,72.0,148.0,3.4387,0.05856258760221118,3.2640000000000002,3.5660000000000003,37.154641577060936,0.0132836565427904,37.1247311827957,37.18064516129032,Sleep stage W,False,False,False,69,69,0.0,98.17598187311178,10.079873213796105,0.33669345309580445
70,117.41666666666667,18.6728784307318,63.0,166.0,3.4369333333333336,0.06396089082834555,3.318,3.58,37.14811827956989,0.014079624529009516,37.101075268817205,37.178494623655915,Sleep stage W,False,False,False,70,70,0.0,98.14954682779457,9.400400106194246,0.3375904327090072
71,109.48333333333333,16.778450133694978,68.0,147.0,3.4226666666666667,0.06992821716271322,3.2680000000000002,3.598,37.14534050179211,0.015458170958931663,37.11397849462366,37.17741935483871,Sleep stage W,False,False,False,71,71,0.0,98.12311178247734,8.459153284010203,0.3388329825627766
72,116.01666666666667,17.618637543490383,69.0,149.0,3.4113333333333333,0.06945374159987508,3.156,3.556,37.13879928315412,0.015984166234950446,37.097849462365595,37.174193548387095,Sleep stage W,False,False,False,72,72,0.0,98.09667673716012,8.878772513345067,0.3382790387939796
73,119.36666666666666,20.898139204776637,66.0,162.0,3.3962999999999997,0.05910197402230598,3.258,3.52,37.14148745519713,0.012225782283523131,37.108602150537635,37.163440860215054,Sleep stage W,False,False,False,73,73,0.0,98.0702416918429,10.508171576410625,0.33612805191165857
74,125.53333333333333,16.81414748227086,85.0,171.0,3.4261,0.058109580391991676,3.29,3.5580000000000003,37.14055555555556,0.011873635593590575,37.10967741935484,37.166666666666664,Sleep stage W,False,False,False,74,74,0.0,98.04380664652568,8.465183321527423,0.33882502224667393
75,120.06666666666666,15.95291683534881,94.0,159.0,3.4894666666666665,0.052300244316403906,3.368,3.5820000000000003,37.1344982078853,0.013781758177674516,37.10645161290323,37.16881720430108,Sleep stage W,False,False,False,75,75,0.0,98.01737160120845,8.028758661990809,0.3394011510410643
76,161.15,29.154659433213535,96.0,209.0,3.4639666666666664,0.0652487462629659,3.3160000000000003,3.62,37.14686379928316,0.018614154523604924,37.090322580645164,37.19139784946236,Sleep stage W,False,False,False,76,76,0.0,97.99093655589124,14.642578462869734,0.33067017779074204
77,151.9,20.43746559630132,96.0,191.0,3.4157,0.060155160487969254,3.266,3.564,37.16444444444445,0.01737467905480827,37.11505376344086,37.19569892473118,Sleep stage W,False,False,False,77,77,0.0,97.96450151057402,10.278887958638629,0.3364307316328748
78,153.48333333333332,21.9123189603981,96.0,200.0,3.4242,0.059890678183948845,3.2920000000000003,3.544,37.18512544802867,0.015524099804731793,37.15376344086022,37.22688172043011,Sleep stage W,False,False,False,78,78,0.0,97.9380664652568,11.016050158382999,0.33545759604090397
79,182.63333333333333,29.784205359366055,92.0,249.0,3.4680666666666666,0.06981114205881155,3.3160000000000003,3.6,37.20041218637993,0.015974277492222456,37.151612903225804,37.233333333333334,Sleep stage W,False,False,False,79,79,0.0,97.91163141993958,14.96191382174184,0.3302486198166612
80,192.76666666666668,23.55586739835509,107.0,252.0,3.4983,0.05929454724789906,3.368,3.67,37.218387096774194,0.015736808025627082,37.19032258064516,37.255913978494625,Sleep stage W,False,False,False,80,80,0.0,97.88519637462235,11.837228246425445,0.33437355018898995
81,171.81666666666666,25.028311746677765,105.0,232.0,3.4566000000000003,0.06961925021141784,3.29,3.612,37.23249103942653,0.014447723686572001,37.18387096774194,37.255913978494625,Sleep stage W,False,False,False,81,81,0.0,97.85876132930514,12.5837751235503,0.3333880257854641
82,143.71666666666667,22.5093252280521,95.0,192.0,3.385566666666667,0.06914534611157065,3.232,3.5380000000000003,37.2373835125448,0.0168161485550129,37.19247311827957,37.26774193548387,Sleep stage W,False,False,False,82,82,0.0,97.83232628398791,11.32380796013762,0.335051321722039
83,162.26666666666668,28.099149848744904,104.0,217.0,3.4016333333333337,0.05981916266734453,3.2800000000000002,3.5620000000000003,37.258100358422936,0.015419228198749923,37.21935483870968,37.28817204301075,Sleep stage W,False,False,False,83,83,0.0,97.8058912386707,14.109394087039796,0.3313740401067734
84,169.7,19.318643844742308,118.0,224.0,3.4132333333333333,0.05974957926397671,3.25,3.532,37.27340501792115,0.0156054400572786,37.24193548387097,37.313978494623655,Sleep stage W,False,False,False,84,84,0.0,97.77945619335347,9.719071501635131,0.3371697512400522
85,152.68333333333334,20.697416639657124,97.0,197.0,3.431966666666667,0.06360135393387648,3.302,3.5820000000000003,37.28019713261649,0.014129719173204422,37.25698924731183,37.313978494623655,Sleep stage W,False,False,False,85,85,0.0,97.75302114803625,10.412309673762438,0.33625460022004083
86,146.05,19.37732781715098,103.0,194.0,3.461566666666667,0.05374767178420121,3.3200000000000003,3.63,37.28485663082437,0.013809694438596276,37.251612903225805,37.32258064516129,Sleep stage W,False,False,False,86,86,0.0,97.72658610271904,9.742411580359692,0.33713893975604753
87,135.61666666666667,15.43166837671445,105.0,170.0,3.3908,0.05662649556523886,3.2600000000000002,3.494,37.28765232974911,0.015133546473872975,37.26021505376344,37.32688172043011,Sleep stage W,False,False,False,87,87,0.0,97.70015105740181,7.772460683922464,0.33973949270412696
88,146.1,17.40660794066437,103.0,185.0,3.4500666666666664,0.08563719337349249,3.242,3.68,37.29129032258064,0.01571842948009659,37.2505376344086,37.32688172043011,Sleep stage W,False,False,False,88,88,0.0,97.6737160120846,8.788941163705676,0.3383976261057533
89,134.91666666666666,20.254457671227712,76.0,176.0,3.4209,0.05215032757966787,3.3120000000000003,3.5660000000000003,37.30878136200717,0.015534027023122118,37.27741935483871,37.34193548387097,Sleep stage W,False,False,False,89,89,0.0,97.64728096676737,10.179379163193524,0.3365620942428884
90,141.91666666666666,19.435613073828033,89.0,184.0,3.460666666666667,0.05849406427626293,3.352,3.58,37.30854838709677,0.014842897180685153,37.28279569892473,37.35268817204301,Sleep stage W,False,False,False,90,90,0.0,97.62084592145015,9.776300601190279,0.33709420250234856
91,145.68333333333334,23.324158910642176,75.0,195.0,3.4661,0.05363882300473536,3.34,3.626,37.31903225806452,0.014395891253173757,37.29032258064516,37.365591397849464,Sleep stage W,False,False,False,91,91,0.0,97.59441087613293,11.715718278325824,0.3345339567789888
92,143.56666666666666,17.45696295337638,101.0,180.0,3.4303666666666666,0.062151955363894756,3.3160000000000003,3.5660000000000003,37.32086021505376,0.014343457289827242,37.28172043010753,37.351612903225806,Sleep stage W,False,False,False,92,92,0.0,97.56797583081571,8.790633432052084,0.3383953921244671
93,136.88333333333333,16.578190157218295,93.0,191.0,3.4376333333333333,0.06281453299639787,3.2680000000000002,3.614,37.31962365591398,0.01828128286302375,37.26774193548387,37.36344086021506,Sleep stage W,False,False,False,93,93,0.0,97.54154078549848,8.351909611605546,0.33897455606541527
94,127.65,21.583037321007435,64.0,169.0,3.4448000000000003,0.06100513639577179,3.2920000000000003,3.5820000000000003,37.33926523297491,0.015334670030092853,37.30860215053763,37.38172043010753,Sleep stage W,False,False,False,94,94,0.0,97.51510574018127,10.85252379689949,0.3356734689147983
95,129.76666666666668,18.09085097193853,81.0,171.0,3.4488,0.06192274757039361,3.3120000000000003,3.5780000000000003,37.35034050179211,0.015593859238003644,37.31720430107527,37.38924731182796,Sleep stage W,False,False,False,95,95,0.0,97.48867069486406,9.107348233539659,0.33797729357581885
96,124.56666666666666,19.858135752269284,52.0,155.0,3.4035333333333333,0.05999040664046955,3.2520000000000002,3.536,37.351684587813615,0.015425350716917245,37.33010752688172,37.398924731182795,Sleep stage W,False,False,False,96,96,0.0,97.46223564954683,9.989058282775112,0.3368133388437301
97,132.06666666666666,18.948057654780573,100.0,192.0,3.436966666666667,0.05110054359354278,3.326,3.5420000000000003,37.35732974910395,0.015299443849517017,37.31720430107527,37.388172043010755,Sleep stage W,False,False,False,97,97,0.0,97.43580060422961,9.52512937098383,0.33742577629150616
98,128.61666666666667,21.872426832785504,75.0,182.0,3.3891,0.07006894224024404,3.218,3.5580000000000003,37.364713261648745,0.015512085587384173,37.33440860215054,37.39032258064516,Sleep stage W,False,False,False,98,98,0.0,97.40936555891238,11.006282358632996,0.3354704906163383
99,137.06666666666666,23.067196525706276,81.0,199.0,3.3958,0.0621146252235868,3.216,3.54,37.37082437275986,0.013124545578343947,37.344086021505376,37.398924731182795,Sleep stage W,False,False,False,99,99,0.0,97.38293051359517,11.595712888076724,0.33469237715990385
100,129.16666666666666,21.491212674537987,73.0,168.0,3.3918000000000004,0.06552831449076037,3.242,3.5140000000000002,37.38620071684588,0.014882754572118876,37.35268817204301,37.418279569892476,Sleep stage W,False,False,False,100,100,0.0,97.35649546827794,10.811134651759755,0.33572810716167356
101,132.63333333333333,18.79979314307,91.0,173.0,3.3740666666666668,0.059432837911563736,3.238,3.498,37.39354838709677,0.01426235089129476,37.35376344086021,37.42688172043011,Sleep stage W,False,False,False,101,101,0.0,97.33006042296073,9.459329409446564,0.3375126395144772
102,125.5,26.142239128786706,54.0,179.0,3.4569,0.06859195774044277,3.274,3.632,37.39745519713262,0.01730254951457391,37.347311827956986,37.43763440860215,Sleep stage W,False,False,False,102,102,0.0,97.3036253776435,13.139711522133796,0.3326541282843154
